RowNumber,CustomerId,Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalary,TenureAge,ScoreAge,tenure_age,tenure_salary,score_age,score_salary,newAge,newCreditScore,AgeScore,BalanceScore,SalaryScore,newEstimatedSalary,score_balance,age_balance,balance_salary,age_hascrcard,product_utilization_rate_by_year,product_utilization_rate_by_salary,countries_monthly_average_salaries,Germany,Spain,Female,Male
5741,15568885,Scott,620,34,8,102251.57,1,1,0,120672.09,0,0.847350618,0.235294118,18.23529412,0.470588235,6.63E-05,36.47058824,0.005137891,26,4,3,6,7,10056.0075,164.9218871,3007.399118,0.847350618,0.029411765,0.125,8.29E-06,2.12152057,TRUE,FALSE,TRUE,FALSE
5742,15725036,Jideofor,709,42,9,118546.71,1,0,1,77142.85,0,1.536716753,0.214285714,16.88095238,0.36,0.000116667,28.36,0.009190742,33,8,6,7,4,6428.570833,167.2026939,2822.540714,1.536716753,0,0.111111111,1.30E-05,1.739331935,FALSE,FALSE,FALSE,TRUE
5743,15632665,Yevseyev,832,61,2,0,1,0,1,127804.66,1,0,0.032786885,13.63934426,0.045454545,1.56E-05,18.90909091,0.006509935,59,10,8,3,7,10650.38833,0,0,0,0,0.5,7.82E-06,2.881598575,FALSE,FALSE,FALSE,TRUE
5744,15571476,Kelly,635,38,0,103257.14,1,0,0,158344.63,0,0.652103832,0,16.71052632,0,0,30.23809524,0.00401024,38,5,5,6,8,13195.38583,162.6096693,2717.293158,0.652103832,0,1,6.32E-06,5.846427042,FALSE,TRUE,FALSE,TRUE
5745,15776850,Smith,749,43,1,124209.02,1,1,1,167179.48,0,0.742968096,0.023255814,17.41860465,0.038461538,5.98E-06,28.80769231,0.004480215,42,9,6,8,9,13931.62333,165.8331375,2888.58186,0.742968096,0.023255814,1,5.98E-06,6.172628858,FALSE,TRUE,TRUE,FALSE
5746,15623649,Ogle,629,32,3,0,2,1,1,15404.64,0,0,0.09375,19.65625,0.2,0.000194747,41.93333333,0.040831853,29,5,2,3,1,1283.72,0,0,0,0.03125,0.666666667,0.000129831,0.568772707,FALSE,TRUE,FALSE,TRUE
5747,15751131,Moss,836,41,7,150302.84,1,1,1,156036.19,0,0.96325628,0.170731707,20.3902439,0.291666667,4.49E-05,34.83333333,0.005357731,34,10,6,10,8,13003.01583,179.7880861,3665.922927,0.96325628,0.024390244,0.142857143,6.41E-06,5.761194432,FALSE,TRUE,TRUE,FALSE
5748,15688128,Loggia,542,34,8,108653.93,1,0,1,144725.14,0,0.75076058,0.235294118,15.94117647,0.470588235,5.53E-05,31.88235294,0.00374503,26,2,3,6,8,12060.42833,200.4685055,3195.703824,0.75076058,0,0.125,6.91E-06,5.343565943,FALSE,TRUE,FALSE,TRUE
5749,15678412,Nwankwo,645,45,8,85325.93,1,0,0,22558.74,0,3.782388999,0.177777778,14.33333333,0.285714286,0.00035463,23.03571429,0.028592022,37,5,7,5,2,1879.895,132.2882636,1896.131778,3.782388999,0,0.125,4.43E-05,0.5086296,FALSE,FALSE,TRUE,FALSE
5750,15770291,Allan,844,29,8,0,2,0,0,147342.03,0,0,0.275862069,29.10344828,0.666666667,5.43E-05,70.33333333,0.005728169,21,10,2,3,8,12278.5025,0,0,0,0,0.25,1.36E-05,3.322105655,FALSE,FALSE,TRUE,FALSE
5751,15583392,Woronoff,747,37,9,135776.36,3,1,0,85470.45,1,1.588576637,0.243243243,20.18918919,0.45,0.0001053,37.35,0.008739863,28,9,4,9,5,7122.5375,181.7621954,3669.631351,1.588576637,0.027027027,0.333333333,3.51E-05,1.502645042,TRUE,FALSE,FALSE,TRUE
5752,15690731,Wolfe,645,40,6,131411.24,1,1,1,194656.11,0,0.67509435,0.15,16.125,0.260869565,3.08E-05,28.04347826,0.003313536,34,5,5,8,10,16221.3425,203.7383566,3285.281,0.67509435,0.025,0.166666667,5.14E-06,4.388891369,FALSE,FALSE,FALSE,TRUE
5753,15697948,Henderson,752,36,3,0,2,1,1,48505.1,0,0,0.083333333,20.88888889,0.157894737,6.18E-05,39.57894737,0.015503524,33,9,4,3,3,4042.091667,0,0,0,0.027777778,0.666666667,4.12E-05,1.790913454,FALSE,TRUE,TRUE,FALSE
5754,15608328,Sutherland,760,41,6,0,2,0,0,101491.23,0,0,0.146341463,18.53658537,0.25,5.91E-05,31.66666667,0.007488332,35,9,6,3,6,8457.6025,0,0,0,0,0.333333333,1.97E-05,3.747276252,FALSE,TRUE,TRUE,FALSE
5755,15766378,Marsden,714,45,9,106431.97,2,1,1,164117.69,0,0.648510042,0.2,15.86666667,0.321428571,5.48E-05,25.5,0.004350536,36,8,7,6,9,13676.47417,149.0643838,2365.154889,0.648510042,0.022222222,0.222222222,1.22E-05,2.885332103,TRUE,FALSE,TRUE,FALSE
5756,15600813,Hyde,717,50,9,90305.76,1,1,1,124626.57,0,0.724610811,0.18,14.34,0.272727273,7.22E-05,21.72727273,0.005753187,41,8,8,5,7,10385.5475,125.9494561,1806.1152,0.724610811,0.02,0.111111111,8.02E-06,2.809942505,FALSE,FALSE,FALSE,TRUE
5757,15706217,Kao,645,28,7,117466.03,2,1,1,34490.06,0,3.405793727,0.25,23.03571429,0.636363636,0.000202957,58.63636364,0.01870104,21,5,1,7,2,2874.171667,182.117876,4195.215357,3.405793727,0.035714286,0.285714286,5.80E-05,0.606365331,TRUE,FALSE,FALSE,TRUE
5758,15601417,T'ang,681,32,3,148884.47,2,1,1,90967.37,0,1.636679944,0.09375,21.28125,0.2,3.30E-05,45.4,0.007486201,29,7,2,9,5,7580.614167,218.6262408,4652.639688,1.636679944,0.03125,0.666666667,2.20E-05,2.051031972,FALSE,FALSE,FALSE,TRUE
5759,15610972,Crawford,681,44,4,91115.76,2,0,0,24208.84,1,3.763739196,0.090909091,15.47727273,0.148148148,0.000165229,25.22222222,0.02813022,40,7,7,5,2,2017.403333,133.7970044,2070.812727,3.763739196,0,0.5,8.26E-05,0.425612518,TRUE,FALSE,TRUE,FALSE
5760,15674620,Dilibe,679,37,8,77373.87,2,0,1,174873.09,0,0.44245727,0.216216216,18.35135135,0.4,4.57E-05,33.95,0.003882816,29,7,4,5,9,14572.7575,113.9526804,2091.185676,0.44245727,0,0.25,1.14E-05,3.074421414,TRUE,FALSE,TRUE,FALSE
5761,15785350,Austin,528,23,7,104744.89,1,1,0,170262.97,0,0.615194778,0.304347826,22.95652174,1.166666667,4.11E-05,88,0.003101085,16,2,1,6,9,14188.58083,198.3804735,4554.125652,0.615194778,0.043478261,0.142857143,5.87E-06,6.286477994,FALSE,TRUE,FALSE,TRUE
5762,15749119,Santiago,710,31,3,0,2,1,1,112289.06,0,0,0.096774194,22.90322581,0.214285714,2.67E-05,50.71428571,0.006322967,28,8,2,3,6,9357.421667,0,0,0,0.032258065,0.666666667,1.78E-05,2.531769931,FALSE,FALSE,TRUE,FALSE
5763,15756535,Chibugo,733,39,5,91538.51,1,1,1,93783,0,0.976067198,0.128205128,18.79487179,0.227272727,5.33E-05,33.31818182,0.007815915,34,8,5,5,5,7815.25,124.8820055,2347.141282,0.976067198,0.025641026,0.2,1.07E-05,1.64878692,TRUE,FALSE,FALSE,TRUE
5764,15700965,Toscano,724,32,6,0,2,1,1,150026.79,0,0,0.1875,22.625,0.4,4.00E-05,48.26666667,0.004825805,26,8,2,3,8,12502.2325,0,0,0,0.03125,0.333333333,1.33E-05,3.382638663,FALSE,FALSE,TRUE,FALSE
5765,15791851,Afanasyeva,726,34,0,185734.75,1,1,1,102036.82,0,1.820271839,0,21.35294118,0,0,42.70588235,0.007115079,34,8,3,10,6,8503.068333,255.832989,5462.786765,1.820271839,0.029411765,1,9.80E-06,2.300613727,FALSE,FALSE,TRUE,FALSE
5766,15717156,Sokolov,520,30,3,143396.54,2,1,1,898.51,0,159.5937051,0.1,17.33333333,0.230769231,0.003338861,40,0.578735907,27,1,2,9,1,74.87583333,275.7625769,4779.884667,159.5937051,0.033333333,0.666666667,0.002225907,0.020258613,FALSE,FALSE,FALSE,TRUE
5767,15740846,Wei,556,40,5,125909.85,1,1,1,95124.4,0,1.323633579,0.125,13.9,0.217391304,5.26E-05,24.17391304,0.005844978,35,2,5,8,5,7927.033333,226.4565647,3147.74625,1.323633579,0.025,0.2,1.05E-05,2.144760101,FALSE,FALSE,FALSE,TRUE
5768,15573284,Olisanugo,579,45,2,0,2,0,0,11514.39,0,0,0.044444444,12.86666667,0.071428571,0.000173696,20.67857143,0.050284904,43,3,7,3,1,959.5325,0,0,0,0,1,0.000173696,0.259613772,FALSE,FALSE,TRUE,FALSE
5769,15729083,Gorman,674,36,2,154525.7,1,0,1,27468.72,0,5.625515131,0.055555556,18.72222222,0.105263158,7.28E-05,35.47368421,0.024537001,34,6,4,10,2,2289.06,229.2666172,4292.380556,5.625515131,0,0.5,3.64E-05,0.619334416,FALSE,FALSE,FALSE,TRUE
5770,15611612,Priestley,570,29,0,0,1,1,0,37092.43,0,0,0,19.65517241,0,0,47.5,0.015367017,29,3,2,3,2,3091.035833,0,0,0,0.034482759,1,2.70E-05,0.836319219,FALSE,FALSE,TRUE,FALSE
5771,15694381,Lloyd,631,51,8,100654.8,1,1,0,171587.9,0,0.586607797,0.156862745,12.37254902,0.235294118,4.66E-05,18.55882353,0.003677415,43,5,8,6,9,14298.99167,159.5163233,1973.623529,0.586607797,0.019607843,0.125,5.83E-06,3.868774802,FALSE,FALSE,FALSE,TRUE
5772,15651737,Salmond,623,44,1,83325.77,1,0,1,80828.78,0,1.030892338,0.022727273,14.15909091,0.037037037,1.24E-05,23.07407407,0.007707651,43,4,7,5,5,6735.731667,133.7492295,1893.7675,1.030892338,0,1,1.24E-05,2.9843738,FALSE,TRUE,FALSE,TRUE
5773,15663168,MacDonald,665,35,8,110934.54,1,1,0,169287.99,0,0.65530071,0.228571429,19,0.444444444,4.73E-05,36.94444444,0.003928217,27,6,4,7,9,14107.3325,166.8188571,3169.558286,0.65530071,0.028571429,0.125,5.91E-06,3.816918966,FALSE,FALSE,FALSE,TRUE
5774,15643426,Robertson,523,36,8,113680.54,1,0,0,13197.44,0,8.613832683,0.222222222,14.52777778,0.421052632,0.000606178,27.52631579,0.039628898,28,2,4,7,1,1099.786667,217.3624092,3157.792778,8.613832683,0,0.125,7.58E-05,0.487278098,FALSE,TRUE,TRUE,FALSE
5775,15618245,Chukwumaobim,706,31,1,117020.08,2,1,0,54439.53,0,2.149542437,0.032258065,22.77419355,0.071428571,1.84E-05,50.42857143,0.012968518,30,8,2,7,3,4536.6275,165.7508215,3774.84129,2.149542437,0.032258065,2,3.67E-05,0.957094409,TRUE,FALSE,FALSE,TRUE
5776,15717527,Ifeanacho,619,49,9,145359.99,1,1,0,38186.85,0,3.806545709,0.183673469,12.63265306,0.28125,0.000235683,19.34375,0.016209769,40,4,8,9,2,3182.2375,234.8303554,2966.530408,3.806545709,0.020408163,0.111111111,2.62E-05,0.860994995,FALSE,FALSE,TRUE,FALSE
5777,15793478,Li Fonti,593,39,8,151391.68,1,1,0,27274.6,1,5.550647122,0.205128205,15.20512821,0.363636364,0.000293313,26.95454545,0.02174184,31,3,5,10,2,2272.883333,255.2979427,3881.837949,5.550647122,0.025641026,0.125,3.67E-05,0.479511252,TRUE,FALSE,TRUE,FALSE
5779,15640377,Goloubev,526,36,0,0,2,1,0,97767.63,0,0,0,14.61111111,0,0,27.68421053,0.005380104,36,2,4,3,5,8147.3025,0,0,0,0.027777778,2,2.05E-05,2.204356737,FALSE,FALSE,TRUE,FALSE
5780,15723950,Kruglov,684,40,2,70291.02,1,1,1,115468.84,1,0.608744489,0.05,17.1,0.086956522,1.73E-05,29.73913043,0.005923676,38,7,5,4,6,9622.403333,102.7646491,1757.2755,0.608744489,0.025,0.5,8.66E-06,4.263359917,FALSE,TRUE,FALSE,TRUE
5781,15590327,Liao,604,42,10,166031.45,1,1,0,98293.14,0,1.689145855,0.238095238,14.38095238,0.4,0.000101736,24.16,0.006144885,32,4,6,10,5,8191.095,274.8865066,3953.129762,1.689145855,0.023809524,0.1,1.02E-05,1.728079114,TRUE,FALSE,TRUE,FALSE
5782,15706199,White,636,36,6,96643.32,1,0,0,182059.28,0,0.530834352,0.166666667,17.66666667,0.315789474,3.30E-05,33.47368421,0.003493368,30,5,4,5,10,15171.60667,151.9549057,2684.536667,0.530834352,0,0.166666667,5.49E-06,3.2007609,TRUE,FALSE,FALSE,TRUE
5783,15671514,Sinclair,669,33,8,0,2,0,1,128538.05,0,0,0.242424242,20.27272727,0.5,6.22E-05,41.8125,0.005204685,25,6,3,3,7,10711.50417,0,0,0,0,0.25,1.56E-05,4.745903485,FALSE,TRUE,TRUE,FALSE
5785,15738063,Shen,631,29,2,0,2,1,1,18581.84,0,0,0.068965517,21.75862069,0.166666667,0.000107632,52.58333333,0.033957886,27,5,2,3,1,1548.486667,0,0,0,0.034482759,1,0.000107632,0.418962843,FALSE,FALSE,FALSE,TRUE
5786,15711733,Rapuokwu,753,48,4,0,2,0,1,146821.42,0,0,0.083333333,15.6875,0.129032258,2.72E-05,24.29032258,0.005128679,44,9,7,3,8,12235.11833,0,0,0,0,0.5,1.36E-05,3.310367514,FALSE,FALSE,FALSE,TRUE
5787,15652320,Woronoff,588,40,5,0,2,0,0,100727.68,0,0,0.125,14.7,0.217391304,4.96E-05,25.56521739,0.005837522,35,3,5,3,6,8393.973333,0,0,0,0,0.4,1.99E-05,2.271096681,FALSE,FALSE,FALSE,TRUE
5788,15634180,Holden,729,26,4,97268.1,2,1,0,39356.38,0,2.471469683,0.153846154,28.03846154,0.444444444,0.000101635,81,0.018523045,22,8,1,6,2,3279.698333,133.426749,3741.080769,2.471469683,0.038461538,0.5,5.08E-05,0.69191948,TRUE,FALSE,FALSE,TRUE
5789,15694566,Roberts,602,42,10,0,2,0,0,169921.11,1,0,0.238095238,14.33333333,0.4,5.89E-05,24.08,0.003542821,32,4,6,3,9,14160.0925,0,0,0,0,0.2,1.18E-05,3.831193858,FALSE,FALSE,TRUE,FALSE
5790,15726103,Tsou,689,55,1,76296.81,1,1,0,42364.75,1,1.800950318,0.018181818,12.52727273,0.026315789,2.36E-05,18.13157895,0.016263521,54,7,8,5,3,3530.395833,110.7355733,1387.214727,1.800950318,0.018181818,1,2.36E-05,0.744809248,TRUE,FALSE,TRUE,FALSE
5791,15646351,Somerville,486,27,7,0,2,1,0,28823.04,0,0,0.259259259,18,0.7,0.000242861,48.6,0.016861511,20,1,1,3,2,2401.92,0,0,0,0.037037037,0.285714286,6.94E-05,1.064209127,FALSE,TRUE,FALSE,TRUE
5792,15730044,Greco,809,42,6,64497.94,3,0,1,182436.81,1,0.35353578,0.142857143,19.26190476,0.24,3.29E-05,32.36,0.004434412,36,10,6,4,10,15203.0675,79.72551298,1535.665238,0.35353578,0,0.5,1.64E-05,3.207398207,TRUE,FALSE,TRUE,FALSE
5793,15795186,Leonard,562,38,5,0,1,1,0,115700.2,0,0,0.131578947,14.78947368,0.238095238,4.32E-05,26.76190476,0.004857381,33,2,5,3,6,9641.683333,0,0,0,0.026315789,0.2,8.64E-06,2.608680556,FALSE,FALSE,FALSE,TRUE
5794,15784890,McKenzie,763,32,8,0,2,1,0,16725.53,0,0,0.25,23.84375,0.533333333,0.000478311,50.86666667,0.045618883,24,9,2,3,1,1393.794167,0,0,0,0.03125,0.25,0.000119578,0.61754283,FALSE,TRUE,TRUE,FALSE
5795,15694125,McElhone,669,57,5,0,2,1,1,56875.76,0,0,0.087719298,11.73684211,0.125,8.79E-05,16.725,0.01176248,52,6,8,3,3,4739.646667,0,0,0,0.01754386,0.4,3.52E-05,1.282371934,FALSE,FALSE,FALSE,TRUE
5796,15565891,Dipietro,709,39,8,0,2,1,0,56214.09,0,0,0.205128205,18.17948718,0.363636364,0.000142313,32.22727273,0.012612496,31,8,5,3,3,4684.5075,0,0,0,0.025641026,0.25,3.56E-05,1.267453328,FALSE,FALSE,FALSE,TRUE
5797,15674254,Kerr,554,45,4,0,2,1,1,193412.05,0,0,0.088888889,12.31111111,0.142857143,2.07E-05,19.78571429,0.002864351,41,2,7,3,10,16117.67083,0,0,0,0.022222222,0.5,1.03E-05,7.141192217,FALSE,TRUE,TRUE,FALSE
5798,15775206,Hunter,699,37,10,0,2,0,0,83263.04,0,0,0.27027027,18.89189189,0.5,0.000120101,34.95,0.008395081,27,7,4,3,5,6938.586667,0,0,0,0,0.2,2.40E-05,1.877323232,FALSE,FALSE,FALSE,TRUE
5799,15797627,Niehaus,732,54,0,134249.7,1,0,1,13404.4,0,10.01534571,0,13.55555556,0,0,19.78378378,0.054608934,54,8,8,9,1,1117.033333,183.4012295,2486.105556,10.01534571,0,1,7.46E-05,0.49491951,FALSE,TRUE,FALSE,TRUE
5800,15649853,Craig,625,45,3,0,1,1,1,184474.15,1,0,0.066666667,13.88888889,0.107142857,1.63E-05,22.32142857,0.003388009,42,4,7,3,10,15372.84583,0,0,0,0.022222222,0.333333333,5.42E-06,4.15931976,FALSE,FALSE,TRUE,FALSE
5801,15610379,Barclay-Harvey,599,30,9,105443.68,1,1,1,121124.53,0,0.870539436,0.3,19.96666667,0.692307692,7.43E-05,46.07692308,0.004945324,21,4,2,6,7,10093.71083,176.0328548,3514.789333,0.870539436,0.033333333,0.111111111,8.26E-06,2.730982368,FALSE,FALSE,FALSE,TRUE
5802,15659800,Teng,584,50,1,0,1,0,1,152567.75,1,0,0.02,11.68,0.03030303,6.55E-06,17.6969697,0.003827808,49,3,8,3,8,12713.97917,0,0,0,0,1,6.55E-06,5.633132108,FALSE,TRUE,TRUE,FALSE
5803,15716236,Milani,499,35,10,0,2,1,0,10722.54,0,0,0.285714286,14.25714286,0.555555556,0.000932615,27.72222222,0.046537481,25,1,4,3,1,893.545,0,0,0,0.028571429,0.2,0.000186523,0.241760011,FALSE,FALSE,FALSE,TRUE
5804,15672053,Mistry,526,38,2,0,2,0,0,58010.98,0,0,0.052631579,13.84210526,0.095238095,3.45E-05,25.04761905,0.009067249,36,2,5,3,3,4834.248333,0,0,0,0,1,3.45E-05,2.141891153,FALSE,TRUE,FALSE,TRUE
5805,15663933,Jamieson,625,35,5,86147.46,2,1,0,163440.8,1,0.527086627,0.142857143,17.85714286,0.277777778,3.06E-05,34.72222222,0.003824015,30,4,4,5,9,13620.06667,137.835936,2461.356,0.527086627,0.028571429,0.4,1.22E-05,2.873431786,TRUE,FALSE,TRUE,FALSE
5806,15814236,Kay,537,38,1,96939.06,1,1,1,102606.92,0,0.944761425,0.026315789,14.13157895,0.047619048,9.75E-06,25.57142857,0.005233565,37,2,5,5,6,8550.576667,180.5196648,2551.027895,0.944761425,0.026315789,1,9.75E-06,3.788469945,FALSE,TRUE,TRUE,FALSE
5807,15583597,Ikedinachukwu,696,47,1,106758.6,1,1,1,80591.18,0,1.324693347,0.021276596,14.80851064,0.033333333,1.24E-05,23.2,0.008636181,46,7,7,6,5,6715.931667,153.3887931,2271.459574,1.324693347,0.021276596,1,1.24E-05,2.975601093,FALSE,TRUE,FALSE,TRUE
5808,15607395,Holt,679,33,9,112528.65,2,1,0,177362.45,0,0.634455884,0.272727273,20.57575758,0.5625,5.07E-05,42.4375,0.003828319,24,7,3,7,9,14780.20417,165.727025,3409.959091,0.634455884,0.03030303,0.222222222,1.13E-05,3.998972989,FALSE,FALSE,TRUE,FALSE
5809,15694556,Nkemakolam,684,60,2,116563.58,1,1,0,120257.7,1,0.969281634,0.033333333,11.4,0.046511628,1.66E-05,15.90697674,0.005687785,58,7,8,7,7,10021.475,170.4145906,1942.726333,0.969281634,0.016666667,0.5,8.32E-06,2.711438041,FALSE,FALSE,FALSE,TRUE
5810,15744109,Hartung,850,32,4,0,1,1,1,180622.02,0,0,0.125,26.5625,0.266666667,2.21E-05,56.66666667,0.00470596,28,10,2,3,10,15051.835,0,0,0,0.03125,0.25,5.54E-06,4.07246618,FALSE,FALSE,FALSE,TRUE
5811,15800688,Ch'en,495,42,7,0,2,0,0,130404.53,0,0,0.166666667,11.78571429,0.28,5.37E-05,19.8,0.00379588,35,1,6,3,7,10867.04417,0,0,0,0,0.285714286,1.53E-05,4.814817974,FALSE,TRUE,TRUE,FALSE
5812,15810878,Baker,537,38,6,141786.78,1,0,1,147797.54,0,0.959331123,0.157894737,14.13157895,0.285714286,4.06E-05,25.57142857,0.003633349,32,2,5,9,8,12316.46167,264.0349721,3731.231053,0.959331123,0,0.166666667,6.77E-06,5.457005612,FALSE,TRUE,TRUE,FALSE
5813,15587835,Osinachi,850,41,3,136416.82,1,0,1,57844.26,0,2.358346705,0.073170732,20.73170732,0.125,5.19E-05,35.41666667,0.01469463,38,10,6,9,3,4820.355,160.4903765,3327.239512,2.358346705,0,0.333333333,1.73E-05,1.304208604,FALSE,FALSE,FALSE,TRUE
5814,15763515,Shih,513,30,5,0,2,1,0,162523.66,0,0,0.166666667,17.1,0.384615385,3.08E-05,39.46153846,0.003156463,25,1,2,3,9,13543.63833,0,0,0,0.033333333,0.4,1.23E-05,3.664404311,FALSE,FALSE,FALSE,TRUE
5815,15725882,Feng,618,40,1,133245.52,2,1,1,54495.82,0,2.445059456,0.025,15.45,0.043478261,1.84E-05,26.86956522,0.011340319,39,4,5,8,3,4541.318333,215.6076375,3331.138,2.445059456,0.025,2,3.67E-05,0.958084037,TRUE,FALSE,TRUE,FALSE
5816,15788022,Sternberg,802,41,4,90757.64,2,0,1,169183.66,0,0.536444477,0.097560976,19.56097561,0.166666667,2.36E-05,33.41666667,0.004740411,37,10,6,5,9,14098.63833,113.1641397,2213.600976,0.536444477,0,0.5,1.18E-05,2.974396273,TRUE,FALSE,TRUE,FALSE
5817,15663917,Adams,547,43,1,92350.36,1,0,1,80262.91,0,1.150598203,0.023255814,12.72093023,0.038461538,1.25E-05,21.03846154,0.006815103,42,2,6,5,4,6688.575833,168.8306399,2147.682791,1.150598203,0,1,1.25E-05,1.809679609,FALSE,FALSE,FALSE,TRUE
5819,15667971,Shepherd,592,34,6,102143.93,2,1,1,102628.98,0,0.995273752,0.176470588,17.41176471,0.352941176,5.85E-05,34.82352941,0.005768351,28,3,3,6,6,8552.415,172.5404223,3004.233235,0.995273752,0.029411765,0.333333333,1.95E-05,1.804306962,TRUE,FALSE,TRUE,FALSE
5820,15800366,Walton,546,29,5,0,1,1,1,94823.95,0,0,0.172413793,18.82758621,0.416666667,5.27E-05,45.5,0.005758039,24,2,2,3,5,7901.995833,0,0,0,0.034482759,0.2,1.05E-05,2.137985886,FALSE,FALSE,FALSE,TRUE
5821,15717231,Yang,721,37,4,98459.6,1,0,0,90821.66,0,1.084098221,0.108108108,19.48648649,0.2,4.40E-05,36.05,0.007938635,33,8,4,6,5,7568.471667,136.5597781,2661.07027,1.084098221,0,0.25,1.10E-05,1.59672398,TRUE,FALSE,FALSE,TRUE
5822,15643188,Barnett,671,47,7,114603.76,2,1,0,153194.32,1,0.748094055,0.14893617,14.27659574,0.233333333,4.57E-05,22.36666667,0.004380058,40,6,7,7,8,12766.19333,170.7954694,2438.377872,0.748094055,0.021276596,0.285714286,1.31E-05,2.693289733,TRUE,FALSE,TRUE,FALSE
5823,15671351,Romani,624,35,2,0,2,1,0,87310.59,0,0,0.057142857,17.82857143,0.111111111,2.29E-05,34.66666667,0.007146899,33,4,4,3,5,7275.8825,0,0,0,0.028571429,1,2.29E-05,3.223696278,FALSE,TRUE,FALSE,TRUE
5824,15573628,Greene,751,51,7,148074.79,1,1,0,146411.41,1,1.011361,0.137254902,14.7254902,0.205882353,4.78E-05,22.08823529,0.005129382,44,9,8,9,8,12200.95083,197.1701598,2903.427255,1.011361,0.019607843,0.142857143,6.83E-06,2.57404026,TRUE,FALSE,TRUE,FALSE
5825,15698953,Hart,636,36,1,0,3,1,1,74048.1,1,0,0.027777778,17.66666667,0.052631579,1.35E-05,33.47368421,0.008589012,35,5,4,3,4,6170.675,0,0,0,0.027777778,3,4.05E-05,2.734016393,FALSE,TRUE,FALSE,TRUE
5826,15753888,Johnston,607,62,8,108004.64,1,1,1,23386.77,1,4.618193962,0.129032258,9.790322581,0.177777778,0.000342074,13.48888889,0.025954845,54,4,8,6,2,1948.8975,177.9318616,1742.010323,4.618193962,0.016129032,0.125,4.28E-05,0.863490253,FALSE,TRUE,TRUE,FALSE
5827,15737961,Miller,509,29,0,107712.57,2,1,1,92898.17,0,1.159469234,0,17.55172414,0,0,42.41666667,0.005479118,29,1,2,6,5,7741.514167,211.6160511,3714.226552,1.159469234,0.034482759,2,2.15E-05,1.633230837,TRUE,FALSE,TRUE,FALSE
5828,15801701,Robson,653,35,9,0,2,1,1,45956.05,0,0,0.257142857,18.65714286,0.5,0.000195839,36.27777778,0.014209228,26,6,4,3,3,3829.670833,0,0,0,0.028571429,0.222222222,4.35E-05,1.696797002,FALSE,TRUE,FALSE,TRUE
5829,15684419,Wallace,709,37,8,0,3,1,0,71738.56,0,0,0.216216216,19.16216216,0.4,0.000111516,35.45,0.009883109,29,8,4,3,4,5978.213333,0,0,0,0.027027027,0.375,4.18E-05,2.648743169,FALSE,TRUE,TRUE,FALSE
5830,15794266,Cross,559,32,9,145303.52,1,1,0,103560.98,0,1.403072084,0.28125,17.46875,0.6,8.69E-05,37.26666667,0.005397786,23,2,2,9,6,8630.081667,259.9347406,4540.735,1.403072084,0.03125,0.111111111,9.66E-06,2.334978806,FALSE,FALSE,FALSE,TRUE
5831,15810711,Marcum,684,37,4,138476.41,2,1,1,52367.29,0,2.644330268,0.108108108,18.48648649,0.2,7.64E-05,34.2,0.013061589,33,7,4,9,3,4363.940833,202.4508918,3742.605676,2.644330268,0.027027027,0.5,3.82E-05,0.920662623,TRUE,FALSE,FALSE,TRUE
5832,15771270,North,635,27,8,127471.56,1,1,1,152916.05,1,0.833604844,0.296296296,23.51851852,0.8,5.23E-05,63.5,0.004152605,19,5,1,8,8,12743.00417,200.7426142,4721.168889,0.833604844,0.037037037,0.125,6.54E-06,3.447782513,FALSE,FALSE,TRUE,FALSE
5833,15607786,Mao,709,26,6,156551.63,1,0,1,4410.77,0,35.49303863,0.230769231,27.26923077,0.666666667,0.001360307,78.77777778,0.160742909,20,8,1,10,1,367.5641667,220.8062482,6021.216538,35.49303863,0,0.166666667,0.000226718,0.099449179,FALSE,FALSE,FALSE,TRUE
5834,15624519,Calabrese,656,49,9,97092.87,1,1,0,74771.22,1,1.298532644,0.183673469,13.3877551,0.28125,0.000120367,20.5,0.008773429,40,6,8,6,4,6230.935,148.0074238,1981.487143,1.298532644,0.020408163,0.111111111,1.34E-05,1.314543249,TRUE,FALSE,TRUE,FALSE
5835,15799910,Martin,793,32,2,0,2,1,0,193817.63,1,0,0.0625,24.78125,0.133333333,1.03E-05,52.86666667,0.004091475,30,10,2,3,10,16151.46917,0,0,0,0.03125,1,1.03E-05,4.369986246,FALSE,FALSE,FALSE,TRUE
5836,15602479,Fleming,609,37,5,129312.79,1,1,1,26793.82,0,4.826217016,0.135135135,16.45945946,0.25,0.00018661,30.45,0.022729122,32,4,4,8,2,2232.818333,212.3362726,3494.94027,4.826217016,0.027027027,0.2,3.73E-05,0.989285925,FALSE,TRUE,FALSE,TRUE
5837,15617419,Roberts,618,29,10,100315.1,2,1,1,32526.64,0,3.084090456,0.344827586,21.31034483,0.833333333,0.00030744,51.5,0.018999811,19,4,2,6,2,2710.553333,162.3221683,3459.141379,3.084090456,0.034482759,0.2,6.15E-05,0.571846695,TRUE,FALSE,TRUE,FALSE
5838,15657603,Finch,850,35,6,81684.97,1,1,0,824,0,99.13224515,0.171428571,24.28571429,0.333333333,0.007281553,47.22222222,1.031553398,29,10,4,5,1,68.66666667,96.09996471,2333.856286,99.13224515,0.028571429,0.166666667,0.001213592,0.018578644,FALSE,FALSE,TRUE,FALSE
